,QUES,ANS,IS_QUESTION,QUES_RELEVANCE,ANS_READABILITY,ANS_RELEVANCE
293,公司业绩不错，股价却如此不堪，公司有否拿出真金白银增持计划？还是任由股价自由下跌？,您好，感谢您的关注。上市公司股价受多重因素影响。公司目前经营情况稳定，公司将一如既往地做好生产经营管理，不断提升核心竞争力，以良好的业绩回报投资者；公司会严格按照中国证监会、上海证券交易所等监管机构的相关法律法规进行相关事项的信息披露。谢谢！,Positive,Positive,1,1
294,您好！在10月30日举行的中国数字建筑峰会2021·企业家百人论坛开幕式上，重庆市原市长、蓝迪国际智库专家委员会联合主席黄奇帆对双循环下的建筑产业数字化发展提出了自己的思考。文章标题：（黄奇帆：建筑业的发展空间不是靠盖房子、修高速来实现的），希望作为建筑行业的腾达建设的管理层能抽出3分钟，在手机或电脑上查找并阅读这篇好文，如有启发最好！腾达建设的中小投资者的希望。,感谢您对公司的关注！,Negative,Positive,1,1
295,公司在年报中用大量篇幅介绍成大生物的情况，而同样作为控股子公司的新疆宝明却介绍甚少，而这是我们最关注的，请问新疆宝明在改造后到底情况如何？产量、价格、成本等情况，请详细说明,目前，新疆宝明矿山技改项目已全面调试成功，在生产数据上已达到项目设计标准，目前矿山和油厂正进行联动试生产，努力提高矿山资源的利用效率和炼油系统的生产效率。,Positive,Positive,1,1
296,为什么投资者提问的，你们都没有回复的呢？,您好，感谢您的监督，公司今后将持续改进。,Positive,Negative,1,1
297,2010年3月沪杭超级磁悬浮项目（1000亿）被批复，13年5月项目暂停中止，19年12月2日长三角又积极审慎开展项目规划和研究，10年过去的2020年，由中车四方股份公司研制的磁悬浮列车已在上海试跑成功，时速为600公里。此类磁悬浮项目，对贵司是否是新的转折点？毕竟贵司主营是磁性材料。望贵司在专业行业做大做强。,尊敬的投资者，您好！公司采用事业部制深耕细分市场，会积极努力开拓新的客户和业务。感谢您的关注！,Positive,Positive,1,1
298,传智能线缆业务有涉及？另外卡洛特水电站项目是“一带一路”首个水电大型投资建设项目，是中巴经济走廊首个水电投资项目，是丝路基金首单项目，也是迄今中国企业在海外最大的绿地水电投资项目？,【智慧能源，智慧城市】尊敬的投资者，感谢您对公司的关注。公司目标是成为“全球领先的智慧能源、智慧城市服务商”，目前已形成了线缆及电力产品智能制造、新能源智能汽车动力系统及储能设备智能制造、清洁/新能源智能系统、互联网电工电气平台四大业务板块。在智能线缆方面，公司紧跟“一带一路”、智慧交通网建设等国家发展战略，布局全球市场。2018年上半年，公司为巴基斯坦卡洛特水电工程提供了高品质的产品和服务，卡洛特水电站项目是“一带一路”首个水电大型投资建设项目，是中巴经济走廊首个水电投资项目，是丝路基金首单项目，也是迄今中国企业在海外最大的绿地水电投资项目。,Positive,Positive,4,3
299,董秘您好，美国大力发展新能源汽车，计划2030年一半的汽车是新能源车，公司在墨西哥有电机工厂，获得了GE品牌的十年授权，和采埃孚合资新能源电机公司，在业界品牌影响力大。请问公司是否能在北美规划建造新能源电机工厂？,公司在墨西哥的新能源汽车电机生产线已经开始投建，将会服务于某北美客户。,Positive,Positive,4,3
300,董秘你好，网上看到公司前段时间剥离地产板块，聚焦主业加速融资的新闻，想问下近期会有定增融资方案吗？,尊敬的投资者，您好！定增融资方案详见公司于2020年10月29日披露的《杭萧钢构2020年非公开发行A股股票预案》（公告编号2020-068）。感谢您的关注！,Positive,Positive,4,3
301,今天上海市政府和特斯拉签约，贵公司董事长曾在股东大会上表示，与特斯拉协调其在上海的开发战略，此次特斯拉落户上海，贵公司会参与特斯拉中国项目吗？,我们也非常期待特斯拉能落户上海，我们也非常期待能和特斯拉在某些领域能有合作，拥抱高科技拥抱创新是人类永恒的追求！谢谢！,Positive,Positive,1,1
302,我看半年报里面，公司在国内只有磷矿，是否还未开采，磷矿对公司的未来收益有何影响。通过参股，在国外有铜金银矿，似乎也未开采，请问黄金矿是否已经有开采量，开采储量国内排名预计多少？对收益影响如何。目前开采矿品种类有哪些，占公司营业额和利润各有多少？,"您好，公司先后收购贵州两岔河磷矿、刚果（金）Dikulushi铜银矿并认购了艾芬豪旗下加拿大上市公司Cordoba公司股权，参与其在哥伦比亚的San Matias铜金银矿项目，以上项目均处于初期阶段，暂未对公司的营业收入产生影响。各项目的简要情况如下：1.刚果（金）Dikulushi铜银矿根据前期资源/储量估算资料，该项目采矿权PE606矿石量 113.1万吨，铜平均品位6.31%，银平均品位145克/吨；采矿权PE13085矿石量57.5 万吨，铜平均品位1.63%、银平均品位48克/吨。具体情况请您参考公司发布于上海证券交易所网站的相关公告，公告编号：2019-056号、2019-065号。目前,与Dikulushi铜银矿相关的交割手续正在办理之中，同时公司也积极准备复产工作，力争2021年实现年产1万吨铜金属的复产目标，同时进行外围勘查工作，争取新增1-2处资源潜力区。2.贵州两岔河磷矿两岔河磷矿采矿许可证范围内（1209m～0m标高）的磷矿石资源量（331+332+333）为2133.41万吨，P2O5平均品位为32.65%，两岔河磷矿开采工程建设规模为80万吨/年。有关两岔河磷矿的相关情况请您参考公司发布于上海证券交易所网站的的相关公告，公告编号：2018-081号、2019-027号、2019-042号、2019-049号，以及《贵州省开阳县洋水矿区两岔河矿段（南段）磷矿80万t/a采矿工程可行性研究报告》。目前公司积极组织两岔河磷矿开发建设的外部审批、工程设计和建设筹备等前期准备工作。3.哥伦比亚San Matias铜金银矿公司参股加拿大Cordoba Minerals Corp.，积极参与其哥伦比亚San Matias项目开发的前期工作以及外围勘探工作。根据Cordoba Minerals Corp.2019年7月公布的初步经济评估，该项目拥有的资源情况如下：（1）金金属量97.28万盎司，约合30吨；（2）银金属量907.25万盎司，约合282吨；（3）铜金属量53.06万吨。关于该项目的具体情况，详见公司发布于上海证券交易所的相关公告，公告编号2019-085号、2019-095号、2020-006号、2020-008号、2020-031号、2020-041号、2020-048号。",Positive,Positive,3,2
303,董秘你好，网络上很多网友都质疑董事长的工资高于同市值公司董事长工资，我虽然觉得闫董事长的管理和投资能力所体现出来的价值远超过这个工资，但我建议闫董事长能效仿刘强东只给自己发股权不领工资，希望董秘能向闫董事长反应我们小股东的声音。,感谢您的关注和建议。,Negative,Positive,4,3
304,尊敬的董秘您好。请问大豪换新律所的事情提交证监会了嘛。谢谢您,尊敬的投资者，您好，相关情况我们会严格按照规定履行信息披露义务，感谢您的关注！,Positive,Positive,1,1
305,近期王振华董事长在接受采访时提到吾悦广场风险控制铁律，一是综合体可售面积能否覆盖持有部分现金流，二是租金收入10年平均回报10%以上。就第一点，本质为卖住宅、商铺的利润覆盖自持部分的成本，那么这部分利润变为自持物业的成本后，资本回报率为多少（公允价值增值）。就第二点，董事长所说租金收入10年平均回报10%以上，是指 “(租金净利润+公允价值增值)/公允价值>10%”吗？ 单个吾悦广场签约租金年涨幅均值约多少？谢谢,尊敬的投资者您好，感谢您对公司的关注。“租金收入10年平均回报率10%以上”的计算公式为10年平均息税前利润/持有物业总成本＞10%。同时，每个吾悦广场因所处的阶段不同（培育期或成熟期），对应的租金涨幅差异较大。公司年报及季度经营简报中均有详细披露每个吾悦广场租管费收入。谢谢！,Positive,Positive,4,3
